          18144                                           10                         18144              4  330182|2004|1          18144            800             10              2            150
            831             11                                          378            831              1  341059|1997|3            831            800             10             10
            950             12                                          345            950              1  341059|1998|2            950            800             10             10
          37659                                           10                         37659              5  340045|2005|2          37659            801            103             10            170
          37686                                            8                         37686              3  340045|2005|4          37686            801            103             10            140
           1146             11                                          349           1146              1  341059|1999|4           1146            800             10              5
          18274                                           10                         18274              6  330182|2003|2          18274            800             10              5            150
          37374                                           10                         37374              8  340045|2001|1          37374            801            103             10            150
           5605                                           12                          5605              6  330182|2004|3           5605            800             10              2            150
          37293                                           12                         37293              4  340045|1998|2          37293            801            103             10            140
            918                            12             12                           918              2  341059|1998|3            918            800             10             10            140
           5265                                           14                          5265              6  330345|2005|3           5265            800             10              2            150
           5937             11                                          365           5937              1  330182|2005|4           5937            800             10              2
          34635                                           13                         34635              8  330065|2001|3          34635            800             10            600            150
           4787              9                                          376           4787              1  340045|2005|4           4787            800             10              5
           5653                                            8                          5653              5  330182|2005|4           5653            800             10              2            150
           4938                                            9                          4938              5  330345|2002|4           4938            800             10              5            180
          37515                                           11                         37515              6  340045|2003|4          37515            801            103             10            140
          37527                                           15                         37527              4  340045|2001|3          37527            801            103             10            140
          18212                                            5                         18212              3  330182|2002|3          18212            800             10             10            150
          37582                                           10                         37582              3  340045|2003|4          37582            801            103             10            120
           4856             15                                          387           4856              1  340045|2006|3           4856            800             10             10
          41481                            10             10                         41481              2  340045|2002|4          41481            801            103             10
           6335             10                                          378           6335              1  330345|2006|1           6335            800             10             10
          41664             10                                                       41664              1  340045|2005|2          41664            801            103             10
           6184             11                                          385           6184              1  330182|2006|4           6184            800             10              2
            603              6                                          373            603              1  341059|1997|2            603            800             10             10
           5872              7                                          357           5872              1  330182|2005|3           5872            800             10             10
            554                                            7                           554              4  341059|1998|1            554            800             10             10            150
          37640                                            8                         37640              6  340045|2004|4          37640            801            103             10            150
          18180                                           16                         18180              5  330182|2002|4          18180            800             10             10            150
           5867             10                                          364           5867              1  330182|2005|2           5867            800             10             10
          41720                            13             13                         41720              2  340045|2006|2          41720            801            103             10            140
            974                                           11                           974              5  341059|2000|1            974            800             10              5            150
          41655              7                                                       41655              1  340045|2005|2          41655            801            103             10
           5365                            15             15                          5365              2  330345|2004|4           5365            800             10             10            150
          18087                             7              7                         18087              2  330182|2002|3          18087            800             10             10            150
            870                             3              3                           870              2  341059|1998|2            870            800             10             10            170
           5177             11                                          357           5177              1  330345|2002|4           5177            800             10             10
           9666              9                                          381           9666              1  340045|1997|4           9666            800             10             10
          37280                                           12                         37280              8  340045|2001|1          37280            801            103             10            140
          34031             10                                          348          34031              1  330182|2002|1          34031            800             10             10
          41495             12                                                       41495              1  340045|2002|4          41495            801            103             10
          37701                                            9                         37701              4  340045|2006|1          37701            801            103             10            150
           9466              9                                          370           9466              1  340045|1998|2           9466            800             10             10
          37529                            13             13                         37529              2  340045|2001|4          37529            801            103             10            140
           1500             13                                          344           1500              1  341059|2002|3           1500            800             10              5
           4337             13                                          362           4337              1  341059|2006|4           4337            800             10              5
           3995                            10             10                          3995              2  330065|2002|2           3995            800             10              2            150
           5073                            11             11                          5073              2  330345|2002|2           5073            800             10              2            150
          18200                                           10                         18200              7  330182|2003|4          18200            800             10              5            150
          37426                                           11                         37426              6  340045|2001|2          37426            801            103             10            140
           4963                             9              9                          4963              2  330345|2001|3           4963            800             10             10
           6431             11                                          355           6431              1  330345|2006|4           6431            800             10              2
          41409                                           11                         41409              6  340045|2003|2          41409            801            103             10
          37612                                           10                         37612              7  340045|2005|3          37612            801            103             10            150
           3972                                           10                          3972              5  330065|2003|1           3972            800             10              5            150
          37674                                           13                         37674              7  340045|2006|1          37674            801            103             10            220
           4293                             9              9                          4293              2  341059|2006|4           4293            800             10             10            140
            578                                           12                           578              4  341059|1998|2            578            800             10             10            150
          18239                                           11                         18239              9  330182|2004|3          18239            800             10              2            150
           5949                            11             11                          5949              2  330182|2006|1           5949            800             10              2            150
           3784                                           14                          3784              5  330345|2002|1           3784            800             10             10            170
           5042              9                                          352           5042              1  330345|2001|4           5042            800             10             10
           5507             10                                          411           5507              1  330002|2004|1           5507            800             10              5
           4646                            13             13                          4646              2  340045|2004|2           4646            800             10              5            140
          41716              2                                                       41716              1  340045|2006|1          41716            801            103             10
           4218                            13             13                          4218              2  341059|2005|2           4218            800             10             10            150
          37421             10                                                       37421              1  340045|2000|2          37421            801            103             10
           6343                            13             13                          6343              2  330345|2006|3           6343            800             10              2            150
           1031                                            8                          1031              3  341059|1999|4           1031            800             10             10            150
          37519                                           10                         37519              4  340045|2003|3          37519            801            103             10            140
          37484             19                                                       37484              1  340045|2001|4          37484            801            103             10
          37438                            11             11                         37438              2  340045|2001|1          37438            801            103             10            150
           5372             13                                          357           5372              1  330345|2004|3           5372            800             10             10
           9004              8                                          379           9004              1  340045|1998|2           9004            800             10             10
           5903                                           14                          5903              3  330182|2006|1           5903            800             10              2            150
           4344             11                                          362           4344              1  341059|2006|4           4344            800             10              5
           5052                             9              9                          5052              2  330345|2002|1           5052            800             10              2            150
            855                                           10                           855              7  341059|2000|1            855            800             10              2            140
          41665                                           13                         41665              5  340045|2006|4          41665            801            103             10            140
            500             11                                          386            500              1  341059|1996|1            500            800             10             10
           5311                                           11                          5311              5  330345|2005|3           5311            800             10              2            150
          41361                            10             10                         41361              2  340045|2001|1          41361            801            103             10            140
          37507                                           15                         37507              4  340045|2001|2          37507            801            103             10            150
           1132                             9              9                          1132              2  341059|2000|1           1132            800             10             10            160
          37671                                           13                         37671              4  340045|2005|1          37671            801            103             10            140
            839              9                                          350            839              1  341059|1997|3            839            800             10             10
           5602                                           18                          5602              9  330182|2003|1           5602            800             10             10
           5448             10                                          368           5448              1  330002|2001|4           5448            800             10              5
           4243                            12             12                          4243              2  341059|2005|4           4243            800             10             10            150
           9441                            12             12                          9441              2  340002|1995|4           9441            800             10             10            140
           4562                                           10                          4562              4  340045|2003|2           4562            800             10             10            150
           3348                                            8                          3348              8  330002|2001|2           3348            800             10             10
           5956                                           12                          5956              4  330182|2007|1           5956            800             10              2            150
          37690                                           11                         37690              5  340045|2005|2          37690            801            103             10            140
            600                                           10                           600              3  341059|1998|1            600            800             10             10            150
          37329                                           14                         37329              7  340045|2001|3          37329            801            103             10            150
          41368             12                                                       41368              1  340045|2000|4          41368            801            103             10
           5092                                           16                          5092              4  330345|2003|2           5092            800             10              2            150
           6345                            12             12                          6345              2  330345|2006|3           6345            800             10             10            140
           4817                             6              6                          4817              2  340045|2006|4           4817            800             10              5            200
           5513                                           12                          5513              3  330002|2005|1           5513            800             10              5            150
          18116                                           12                         18116              9  330182|2003|1          18116            800             10             10            150
           4815             14                                          370           4815              1  340045|2006|2           4815            800             10             10
          35937                                            7                         35937              5  330182|2003|4          35937            800             10              2            150
           4963                                           12                          4963              5  330345|2003|1           4963            800             10              5            150
          37587                                           13                         37587              6  340045|2003|4          37587            801            103             10            150
           5014                                           13                          5014              3  330345|2002|3           5014            800             10             10            150
            932                                           16                           932              3  341059|1999|1            932            800             10             10            150
          37335                                            8                         37335              9  340045|2001|1          37335            801            103             10            140
           6249                                           13                          6249              4  330345|2006|4           6249            800             10              2            150
           4863              9                                          384           4863              1  340045|2006|3           4863            800             10             10
          41723             12                                                       41723              1  340045|2006|1          41723            801            103             10
           6436             10                                          357           6436              1  330345|2006|4           6436            800             10              2
          37512                            10             10                         37512              2  340045|2001|1          37512            801            103             10            140
          37530                                           14                         37530              6  340045|2004|1          37530            801            103             10            140
          37613                                           11                         37613              6  340045|2005|2          37613            801            103             10            140
           6042             10                                          363           6042              1  330182|2006|1           6042            800             10              2
           3776                                            9                          3776              7  330345|2002|4           3776            800             10             10            150
            775              9                                          377            775              1  341059|1997|2            775            800             10             10
          37690                             9              9                         37690              2  340045|2004|2          37690            801            103             10            140
           6316             10                                          380           6316              1  330345|2006|1           6316            800             10             10
            586              8                                          399            586              1  341059|1997|1            586            800             10             10
           1166             10                                          393           1166              1  341059|2000|1           1166            800             10              5
           6017                            12             12                          6017              2  330182|2006|2           6017            800             10             10            150
          35931                                           12                         35931              6  330182|2001|4          35931            800             10             10            150
          41475                                            6                         41475              4  340045|2003|3          41475            801            103             10            140
           6129             11                                          389           6129              1  330182|2006|3           6129            800             10              2
           5097                                           14                          5097              3  330345|2002|4           5097            800             10              2            150
           4508                            11             11                          4508              2  340045|2001|2           4508            800             10             10            140
          18243                                            5                         18243             12  330182|2003|2          18243            800             10             10            150
          35921                                           13                         35921              3  330182|2002|3          35921            800             10             10            150
           5273                                           16                          5273              5  330345|2005|1           5273            800             10             10            150
          37670                            14             14                         37670              2  340045|2004|1          37670            801            103             10            140
           4562              6                                          370           4562              1  340045|2002|1           4562            800             10             10
           3669                                            7                          3669             11  330065|2002|4           3669            800             10              5            150
           1094                            11             11                          1094              2  341059|1999|4           1094            800             10             10            150
           4183             11                                          342           4183              1  341059|2004|3           4183            800             10              5
           6346                            13             13                          6346              2  330345|2006|3           6346            800             10             10            160
           5136                                           15                          5136              3  330345|2003|2           5136            800             10              2            150
          35916             12                                          334          35916              1  330182|2001|3          35916            800             10             10
          41593                                            6                         41593              4  340045|2005|3          41593            801            103             10
           6306             11                                          405           6306              1  330345|2006|1           6306            800             10             10
           4264                                            6                          4264              3  341059|2006|4           4264            800             10             10            150
          41472              8                                                       41472              1  340045|2002|1          41472            801            103             10
          37519                                           11                         37519              6  340045|2004|2          37519            801            103             10            140
          37690             10                                                       37690              1  340045|2003|4          37690            801            103             10
           6055                                           14                          6055              3  330182|2006|3           6055            800             10              2            150
          37419              8                                                       37419              1  340045|2000|1          37419            801            103             10
          37647                                           13                         37647              3  340045|2005|1          37647            801            103             10            140
           6178             13                                          392           6178              1  330182|2006|4           6178            800             10              2
           1029              6                                          358           1029              1  341059|1999|1           1029            800             10             10
           4187                                           11                          4187              5  341059|2006|1           4187            800             10              5            150
          37483                                           16                         37483              3  340045|2002|1          37483            801            103             10            140
           6275             10                                          358           6275              1  330345|2005|4           6275            800             10             10
           6074                                           13                          6074              3  330182|2007|1           6074            800             10             10            150
           3968                                           10                          3968              4  330065|2002|2           3968            800             10             10            150
           6285                                           10                          6285              3  330345|2006|3           6285            800             10             10            150
          37502                            11             11                         37502              2  340045|2002|2          37502            801            103             10            140
          37709                                           19                         37709              3  340045|2005|3          37709            801            103             10            140
          37622             14                                                       37622              1  340045|2003|4          37622            801            103             10
           1105                                           12                          1105              3  341059|2000|2           1105            800             10              2            150
          41530              5                                                       41530              1  340045|2003|2          41530            801            103             10
           5944                            14             14                          5944              2  330182|2006|1           5944            800             10              5            150
           4412                                            7                          4412              3  340045|1999|2           4412            800             10              5            170
           5227                                           16                          5227              3  330345|2004|1           5227            800             10             10            150
           4261                                           11                          4261              3  341059|2006|4           4261            800             10             10            170
           4970                            10             10                          4970              2  330345|2001|3           4970            800             10             10
           1113             12                                          378           1113              1  341059|1999|3           1113            800             10             10
           5642                            11             11                          5642              2  330182|2004|3           5642            800             10              2
          41512                                           13                         41512              4  340045|2004|3          41512            801            103             10
          34609                                           13                         34609             11  330065|2003|1          34609            800             10              5            150
          37550                                           12                         37550              6  340045|2002|4          37550            801            103             10            200
           5264                            10             10                          5264              2  330345|2003|4           5264            800             10             10            150
           4966                                           16                          4966              4  330345|2002|2           4966            800             10              2            150
           4675                                           15                          4675              3  340045|2005|1           4675            800             10              2            140
           5582             10                                          367           5582              1  330002|2006|3           5582            800             10              5
           4316                             7              7                          4316              2  341059|2007|1           4316            800             10              5            150
           1133                                           11                          1133              3  341059|2000|3           1133            800             10              2            150
          41664                                           13                         41664              4  340045|2006|3          41664            801            103             10            170
           1319              8                                          357           1319              1  341059|2001|3           1319            800             10             10
          35919                                            5                         35919              6  330182|2002|4          35919            800             10             10            150
           4969                                           14                          4969              5  330345|2002|4           4969            800             10              2            150
          37402                                           12                         37402              7  340045|2003|1          37402            801            103             10            140
          18074                                            4                         18074              8  330182|2002|3          18074            800             10              5            150
           6383                            13             13                          6383              2  330345|2006|4           6383            800             10             10            150
          37595             12                                                       37595              1  340045|2003|3          37595            801            103             10
           4584                             8              8                          4584              2  340045|2003|1           4584            800             10              1            180
           5732              9                                          342           5732              1  330182|2004|3           5732            800             10             10
           1029                                            7                          1029              7  341059|2001|2           1029            800             10              5            140
          35926                            10             10                         35926              2  330182|2001|4          35926            800             10             10            150
           5837                                           15                          5837              5  330182|2007|1           5837            800             10              5            180
           3674                                           12                          3674              9  330065|2002|3           3674            800             10             10
           3976                                           11                          3976              4  330065|2002|3           3976            800             10              5            150
          37563                                           13                         37563              3  340045|2002|4          37563            801            103             10            140
          41218              4                                                       41218              1  340074|1997|4          41218            800              1             10
            921                                           11                           921              3  341059|1999|1            921            800             10             10            200
           3795                                           11                          3795              4  330345|2001|3           3795            800             10             10
          41405                             9              9                         41405              2  340045|2001|3          41405            801            103             10            140
          37382                            15             15                         37382              2  340045|2000|2          37382            801            103             10            240
           3596                                           11                          3596              7  330065|2001|2           3596            800             10              2
          18096             12                                          364          18096              1  330182|2003|1          18096            800             10             10
          37501                                           13                         37501              4  340045|2000|2          37501            801            103             10            140
           5859             13                                          357           5859              1  330182|2005|2           5859            800             10              2
           4585                                           10                          4585              6  340045|2004|3           4585            800             10              5            140
           5297             12                                          333           5297              1  330345|2003|4           5297            800             10              2
           4281              9                                          369           4281              1  341059|2006|2           4281            800             10              5
          37337                                           11                         37337              8  340045|2001|2          37337            801            103             10            150
           1025                            10             10                          1025              2  341059|1999|2           1025            800             10              5
           3985                                           11                          3985              5  330065|2003|2           3985            800             10              2            150
           6150                            13             13                          6150              2  330182|2006|4           6150            800             10              2            150
          41777             12                                                       41777              1  340045|2006|3          41777            801            103             10
           4255              6                                          413           4255              1  341059|2005|4           4255            800             10              5
          37551              7                                                       37551              1  340045|2002|2          37551            801            103             10
           4984                                           12                          4984              3  330345|2002|1           4984            800             10              2            150
          35911                                            5                         35911              4  330182|2002|4          35911            800             10             10            150
           6120             16                                          392           6120              1  330182|2006|3           6120            800             10              2
          41340              9                                                       41340              1  340045|1999|4          41340            801            103             10
           6875                            10             10                          6875              2  340045|1997|4           6875            800             10             10            150
           1209                                           10                          1209              3  341059|2001|1           1209            800             10             10            150
          37367                                            7                         37367              3  340045|2001|1          37367            801            103             10            140
           1470                            11             11                          1470              2  341059|2002|4           1470            800             10             10            140
            845             12                                          357            845              1  341059|1997|3            845            800             10             10
           6297                            11             11                          6297              2  330345|2006|2           6297            800             10              2            150
          37455             16                                                       37455              1  340045|2001|2          37455            801            103             10
          41378                                           15                         41378              7  340045|2003|2          41378            801            103             10            140
           5376                                            8                          5376              3  330345|2005|2           5376            800             10              2            150
           5970             14                                          372           5970              1  330182|2005|4           5970            800             10             10
          41771             10                                                       41771              1  340045|2006|3          41771            801            103             10
           1025                                           12                          1025              4  341059|2000|1           1025            800             10              2            150
          41229                                            5                         41229              8  340540|2000|4          41229            800              2             10
          37424                                           11                         37424              6  340045|2002|2          37424            801            103             10            140
          37548                                           15                         37548              5  340045|2002|4          37548            801            103             10            150
           8881             10                                          388           8881              1  340002|1995|1           8881            800             10             10
          34619                                           13                         34619             10  330065|2002|4          34619            800             10              5            150
           3869                                           10                          3869              5  330345|2002|3           3869            800             10             10            140
