119 2011 250 35 71 66
119 2010 417 48 99 91
119 2009 402 38 91 75
119 2008 350 31 91 65
119 2007 381 30 94 64
119 2006 450 29 110 64
119 2005 494 31 108 67
119 2004 478 30 117 67
119 2003 426 23 93 52
119 2002 245 25 60 49
119 2001 150 23 48 44
119 2000 170 27 55 51
119 1999 149 35 57 61
119 1998 125 27 41 46
119 1997 67 22 35 38
119 1996 59 25 40 43
119 1995 55 25 33 40
119 1994 26 17 18 24
119 1993 10 8 8 11
119 1992 3 3 3 4
