7|Phenotypic|||ltz|ptz|4583.00000
7|Phenotypic|||ptz||8897.00000|
7|RATIOS|wu|R|ltz||0.11400|
7|RATIOS|wu|R|ltz|ptz|0.37940
7|RATIOS|wu|R|ptz||0.07246|
7|RATIOS|animal|A|ltz||0.84070|
7|RATIOS|animal|A|ltz|ptz|0.87940
7|RATIOS|animal|A|ptz||0.73770|
7|RATIOS|residual|E|ltz||0.04531|
7|RATIOS|residual|E|ltz|ptz|0.23020
7|RATIOS|residual|E|ptz||0.18980|
7|STD_ERR of components|wu|R|ltz||2.39800|
7|STD_ERR of components|wu|R|ltz|ptz|2.71800
7|STD_ERR of components|wu|R|ptz||3.58300|
7|STD_ERR of components|animal|A|ltz||1.09700|
7|STD_ERR of components|animal|A|ltz|ptz|2.21100
7|STD_ERR of components|animal|A|ptz||4.45700|
7|STD_ERR of components|residual|E|ltz||0.80460|
7|STD_ERR of components|residual|E|ltz|ptz|1.51800
7|STD_ERR of components|residual|E|ptz||3.21700|
7|STD_ERR of ratios|wu|R|ltz||0.03408|
7|STD_ERR of ratios|wu|R|ltz|ptz|0.46170
7|STD_ERR of ratios|wu|R|ptz||0.03769|
7|STD_ERR of ratios|animal|A|ltz||0.03524|
7|STD_ERR of ratios|animal|A|ltz|ptz|0.02626
7|STD_ERR of ratios|animal|A|ptz||0.04774|
7|STD_ERR of ratios|residual|E|ltz||0.01317|
7|STD_ERR of ratios|residual|E|ltz|ptz|0.24220
7|STD_ERR of ratios|residual|E|ptz||0.03973|
8|NATURAL|animal|A|usf||6.81100|
8|NATURAL|animal|A|usf|imf|0.59660
8|NATURAL|animal|A|imf||0.19480|
8|NATURAL|residual|E|usf||0.16490|
8|NATURAL|residual|E|usf|imf|0.12600
8|NATURAL|residual|E|imf||0.09620|
8|Phenotypic|||usf||6.97600|
8|Phenotypic|||usf|imf|0.72260
8|Phenotypic|||imf||0.29100|
8|RATIOS|animal|A|usf||0.97640|
8|RATIOS|animal|A|usf|imf|0.51790
8|RATIOS|animal|A|imf||0.66940|
8|RATIOS|residual|E|usf||0.02364|
8|RATIOS|residual|E|usf|imf|1.00000
8|RATIOS|residual|E|imf||0.33060|
8|STD_ERR of components|animal|A|usf||0.03277|
8|STD_ERR of components|animal|A|usf|imf|0.10290
8|STD_ERR of components|animal|A|imf||0.03170|
8|STD_ERR of components|residual|E|usf||0.02570|
8|STD_ERR of components|residual|E|usf|imf|0.43340
8|STD_ERR of components|residual|E|imf||0.02333|
8|STD_ERR of ratios|animal|A|usf||0.01095|
8|STD_ERR of ratios|animal|A|usf|imf|0.03818
8|STD_ERR of ratios|animal|A|imf||0.05011|
8|STD_ERR of ratios|residual|E|usf||0.01095|
8|STD_ERR of ratios|residual|E|usf|imf|0.00087
8|STD_ERR of ratios|residual|E|imf||0.05011|
9|NATURAL|animal|A|usf||6.84100|
9|NATURAL|animal|A|usf|fuvz|18.22000
9|NATURAL|animal|A|fuvz||269.90000|
9|NATURAL|residual|E|usf||0.14630|
9|NATURAL|residual|E|usf|fuvz|4.29500
9|NATURAL|residual|E|fuvz||126.10000|
9|Phenotypic|||usf||6.98700|
9|Phenotypic|||usf|fuvz|22.52000
9|Phenotypic|||fuvz||396.00000|
9|RATIOS|animal|A|usf||0.97910|
9|RATIOS|animal|A|usf|fuvz|0.42420
9|RATIOS|animal|A|fuvz||0.68150|
9|RATIOS|residual|E|usf||0.02093|
9|RATIOS|residual|E|usf|fuvz|1.00000
9|RATIOS|residual|E|fuvz||0.31850|
9|STD_ERR of components|animal|A|usf||0.03669|
9|STD_ERR of components|animal|A|usf|fuvz|0.06900
9|STD_ERR of components|animal|A|fuvz||0.79320|
9|STD_ERR of components|residual|E|usf||0.02774|
9|STD_ERR of components|residual|E|usf|fuvz|0.16980
9|STD_ERR of components|residual|E|fuvz||0.60910|
9|STD_ERR of ratios|animal|A|usf||0.01181|
9|STD_ERR of ratios|animal|A|usf|fuvz|0.04383
9|STD_ERR of ratios|animal|A|fuvz||0.05526|
9|STD_ERR of ratios|residual|E|usf||0.01181|
9|STD_ERR of ratios|residual|E|usf|fuvz|0.00059
9|STD_ERR of ratios|residual|E|fuvz||0.05526|
10|NATURAL|animal|A|usf||6.91700|
10|NATURAL|animal|A|usf|ffl|8.73700
10|NATURAL|animal|A|ffl||13.96000|
10|NATURAL|residual|E|usf||0.09078|
10|NATURAL|residual|E|usf|ffl|0.55620
10|NATURAL|residual|E|ffl||3.40800|
10|Phenotypic|||usf||7.00800|
10|Phenotypic|||usf|ffl|9.29300
10|Phenotypic|||ffl||17.37000|
10|RATIOS|animal|A|usf||0.98700|
10|RATIOS|animal|A|usf|ffl|0.88910
10|RATIOS|animal|A|ffl||0.80380|
10|RATIOS|residual|E|usf||0.01295|
10|RATIOS|residual|E|usf|ffl|1.00000
10|RATIOS|residual|E|ffl||0.19620|
10|STD_ERR of components|animal|A|usf||0.03279|
10|STD_ERR of components|animal|A|usf|ffl|0.10900
10|STD_ERR of components|animal|A|ffl||0.20900|
10|STD_ERR of components|residual|E|usf||0.02183|
10|STD_ERR of components|residual|E|usf|ffl|0.27140
10|STD_ERR of components|residual|E|ffl||0.15470|
10|STD_ERR of ratios|animal|A|usf||0.00927|
10|STD_ERR of ratios|animal|A|usf|ffl|0.01820
10|STD_ERR of ratios|animal|A|ffl||0.04186|
10|STD_ERR of ratios|residual|E|usf||0.00927|
10|STD_ERR of ratios|residual|E|usf|ffl|0.00181
10|STD_ERR of ratios|residual|E|ffl||0.04186|
11|NATURAL|animal|A|usf||6.07900|
11|NATURAL|animal|A|usf|usmd|-0.90300
11|NATURAL|animal|A|usmd||9.35500|
11|NATURAL|residual|E|usf||0.76660|
11|NATURAL|residual|E|usf|usmd|0.55170
11|NATURAL|residual|E|usmd||1.06100|
11|Phenotypic|||usf||6.84500|
11|Phenotypic|||usf|usmd|-0.35120
11|Phenotypic|||usmd||10.42000|
11|RATIOS|animal|A|usf||0.88800|
11|RATIOS|animal|A|usf|usmd|-0.11970
11|RATIOS|animal|A|usmd||0.89810|
11|RATIOS|residual|E|usf||0.11200|
11|RATIOS|residual|E|usf|usmd|0.61170
11|RATIOS|residual|E|usmd||0.10190|
12|NATURAL|animal|A|usf||7.01600|
12|NATURAL|animal|A|usf|rmfl|-7.52200
12|NATURAL|animal|A|rmfl||23.27000|
12|NATURAL|residual|E|usf||0.00657|
12|NATURAL|residual|E|usf|rmfl|-0.01419
12|NATURAL|residual|E|rmfl||0.03068|
12|Phenotypic|||usf||7.02300|
12|Phenotypic|||usf|rmfl|-7.53700
12|Phenotypic|||rmfl||23.30000|
12|RATIOS|animal|A|usf||0.99910|
12|RATIOS|animal|A|usf|rmfl|-0.58870
12|RATIOS|animal|A|rmfl||0.99870|
12|RATIOS|residual|E|usf||0.00093|
12|RATIOS|residual|E|usf|rmfl|-1.00000
12|RATIOS|residual|E|rmfl||0.00132|
13|NATURAL|animal|A|usf||6.62500|
13|NATURAL|animal|A|usf|ptz|4.74700
13|NATURAL|animal|A|ptz||3983.00000|
13|NATURAL|wu|R|usf||3399.00000|
13|NATURAL|residual|E|usf||0.33950|
13|NATURAL|residual|E|usf|ptz|4.93300
13|NATURAL|residual|E|ptz||3326.00000|
13|Phenotypic|||usf||6.96400|
13|Phenotypic|||usf|ptz|9.68000
13|Phenotypic|||ptz||10710.00000|
13|RATIOS|animal|A|usf||0.95120|
13|RATIOS|animal|A|usf|ptz|0.02922
13|RATIOS|animal|A|ptz||0.37200|
13|RATIOS|wu|R|usf||0.31740|
13|RATIOS|residual|E|usf||0.04875|
13|RATIOS|residual|E|usf|ptz|0.14680
13|RATIOS|residual|E|ptz||0.31060|
14|NATURAL|animal|A|imf||0.18160|
14|NATURAL|animal|A|imf|fuvz|0.08441
14|NATURAL|animal|A|fuvz||254.90000|
14|NATURAL|residual|E|imf||0.10020|
14|NATURAL|residual|E|imf|fuvz|1.35400
14|NATURAL|residual|E|fuvz||132.70000|
14|Phenotypic|||imf||0.28180|
14|Phenotypic|||imf|fuvz|1.43900
14|Phenotypic|||fuvz||387.60000|
14|RATIOS|animal|A|imf||0.64450|
14|RATIOS|animal|A|imf|fuvz|0.01241
14|RATIOS|animal|A|fuvz||0.65770|
14|RATIOS|residual|E|imf||0.35550|
14|RATIOS|residual|E|imf|fuvz|0.37150
14|RATIOS|residual|E|fuvz||0.34230|
14|STD_ERR of components|animal|A|imf||0.02962|
14|STD_ERR of components|animal|A|imf|fuvz|0.01493
14|STD_ERR of components|animal|A|fuvz||0.84200|
14|STD_ERR of components|residual|E|imf||0.02110|
14|STD_ERR of components|residual|E|imf|fuvz|0.01131
14|STD_ERR of components|residual|E|fuvz||0.60010|
14|STD_ERR of ratios|animal|A|imf||0.04765|
14|STD_ERR of ratios|animal|A|imf|fuvz|0.07344
14|STD_ERR of ratios|animal|A|fuvz||0.05811|
14|STD_ERR of ratios|residual|E|imf||0.04765|
14|STD_ERR of ratios|residual|E|imf|fuvz|0.10250
14|STD_ERR of ratios|residual|E|fuvz||0.05811|
15|NATURAL|animal|A|imf||0.18120|
15|NATURAL|animal|A|imf|ffl|0.41290
15|NATURAL|animal|A|ffl||12.38000|
15|NATURAL|residual|E|imf||0.10000|
15|NATURAL|residual|E|imf|ffl|0.11680
15|NATURAL|residual|E|ffl||3.51300|
15|Phenotypic|||imf||0.28130|
15|Phenotypic|||imf|ffl|0.52970
15|Phenotypic|||ffl||15.90000|
15|RATIOS|animal|A|imf||0.64430|
15|RATIOS|animal|A|imf|ffl|0.27560
15|RATIOS|animal|A|ffl||0.77900|
15|RATIOS|residual|E|imf||0.35570|
15|RATIOS|residual|E|imf|ffl|0.19700
15|RATIOS|residual|E|ffl||0.22100|
15|STD_ERR of components|animal|A|imf||0.03198|
15|STD_ERR of components|animal|A|imf|ffl|0.02324
15|STD_ERR of components|animal|A|ffl||0.24130|
15|STD_ERR of components|residual|E|imf||0.02410|
15|STD_ERR of components|residual|E|imf|ffl|0.01738
15|STD_ERR of components|residual|E|ffl||0.16880|
15|STD_ERR of ratios|animal|A|imf||0.05368|
15|STD_ERR of ratios|animal|A|imf|ffl|0.06185
15|STD_ERR of ratios|animal|A|ffl||0.05143|
15|STD_ERR of ratios|residual|E|imf||0.05368|
15|STD_ERR of ratios|residual|E|imf|ffl|0.12020
15|STD_ERR of ratios|residual|E|ffl||0.05143|
16|NATURAL|animal|A|imf||0.17890|
16|NATURAL|animal|A|imf|usmd|-0.19730
16|NATURAL|animal|A|usmd||10.78000|
16|NATURAL|residual|E|imf||0.10080|
16|NATURAL|residual|E|imf|usmd|-0.00243
16|NATURAL|residual|E|usmd||0.00006|
16|Phenotypic|||imf||0.27970|
16|Phenotypic|||imf|usmd|-0.19970
16|Phenotypic|||usmd||10.78000|
16|RATIOS|animal|A|imf||0.63960|
16|RATIOS|animal|A|imf|usmd|-0.14210
16|RATIOS|animal|A|usmd||1.00000|
16|RATIOS|residual|E|imf||0.36040|
16|RATIOS|residual|E|imf|usmd|-0.99970
16|RATIOS|residual|E|usmd||0.00001|
16|STD_ERR of components|animal|A|imf||0.03109|
16|STD_ERR of components|animal|A|imf|usmd|0.03111
16|STD_ERR of components|animal|A|usmd||0.01884|
16|STD_ERR of components|residual|E|imf||0.02292|
16|STD_ERR of components|residual|E|imf|usmd|0.00622
16|STD_ERR of components|residual|E|usmd||0.00030|
16|STD_ERR of ratios|animal|A|imf||0.05177|
16|STD_ERR of ratios|animal|A|imf|usmd|0.09600
16|STD_ERR of ratios|animal|A|usmd||0.00012|
16|STD_ERR of ratios|residual|E|imf||0.05177|
16|STD_ERR of ratios|residual|E|imf|usmd|0.02136
16|STD_ERR of ratios|residual|E|usmd||0.00012|
17|NATURAL|animal|A|imf||0.18080|
17|NATURAL|animal|A|imf|rmfl|-0.58920
17|NATURAL|animal|A|rmfl||21.37000|
17|NATURAL|residual|E|imf||0.10050|
17|NATURAL|residual|E|imf|rmfl|-0.14960
17|NATURAL|residual|E|rmfl||0.71000|
17|Phenotypic|||imf||0.28120|
17|Phenotypic|||imf|rmfl|-0.73880
17|Phenotypic|||rmfl||22.08000|
17|RATIOS|animal|A|imf||0.64270|
17|RATIOS|animal|A|imf|rmfl|-0.29980
17|RATIOS|animal|A|rmfl||0.96780|
17|RATIOS|residual|E|imf||0.35730|
17|RATIOS|residual|E|imf|rmfl|-0.56000
17|RATIOS|residual|E|rmfl||0.03215|
17|STD_ERR of components|animal|A|imf||0.03138|
17|STD_ERR of components|animal|A|imf|rmfl|0.02336
17|STD_ERR of components|animal|A|rmfl||0.33050|
17|STD_ERR of components|residual|E|imf||0.02386|
17|STD_ERR of components|residual|E|imf|rmfl|0.01982
17|STD_ERR of components|residual|E|rmfl||0.22320|
17|STD_ERR of ratios|animal|A|imf||0.05310|
17|STD_ERR of ratios|animal|A|imf|rmfl|0.05293
17|STD_ERR of ratios|animal|A|rmfl||0.05243|
